title,category,price,image,quick_desc,long_desc,additional_info
Parrot Sequoia,Parrot Products,R 58995,"https://www.droneworld.co.za/wp-content/uploads/2017/09/Parrot-Sequoia-1-600x374.png, https://www.droneworld.co.za/wp-content/uploads/2017/09/Parrot-Sequoia-2-600x374.jpg","The revolutionary and affordable multispectral sensor The Sequoia is a professional grade NDVI made to show farmers hotspots on their crops and identify issues on their fields. It is a tool that will lead to healthier fields. The Parrot Sequoia multispectral sensor is revolutionising the sector, offering a comprehensive, adaptable solution that is compatible with all types of drones. With its two sensors, multispectral and sunshine, Sequoia analyses plants’ vitality by capturing the amount of light they absorb and reflect. Collecting this data means that farmers can do what’s best for their fields.",Product Description TECHNICAL SPECIFICATIONS 16 MPIX RGB CAMERA Definition: 4608×3456 pixels HFOV: 63.9° VFOV: 50.1° DFOV: 73.5° 4 1.2 MPIX GLOBAL SHUTTER SINGLE-BAND CAMERAS Definition: 1280×960 pixels HFOV : 61.9° VFOV : 48.5° DFOV : 73.7° 4 SEPARATE BANDS Green (550 BP 40) Red (660 BP 40) Red Edge (735 BP 10) Near infrared (790 BP 40) DIMENSIONS & CHARACTERISTICS 59mm x 41mm x 28mm 72 g (2.5 oz) Up to 1 fps 64 GB built-in storage IMU & magnetometer 5 W (~12 W peak) SUNSHINE SENSOR 4 spectral sensors (same filters as body) GPS IMU & magnetometer SD Card slot 47mm x 39.6mm x 18.5mm 35 g (1.2 oz) 1 W,
DJI OSMO with 4K Camera,OSMO,R 11395,https://www.droneworld.co.za/wp-content/uploads/2017/07/Osmo-600x400.jpg,"Now with a 4K Camera! Motion without blur. Action shots without shake. Perfect video even when you move. Thanks to advanced technologies specifically designed to keep the camera flat no matter how you move it, the DJI Osmo helps you record videos and take photos like never before. It is much more than just a camera. It helps you create with more freedom than ever.  Spare battery also available!",Product Description ADVANCED STABILIZATION The Osmo brings DJI’s recognized leadership in camera stabilization down to the ground and into your hands. A 3-axis stabilization system completely integrated with the camera cancels out your movements in three directions so it stays still even if your hands shake or wobble. This is the first time this technology is available in a camera you can hold. Handheld Shot on Osmo are,
DJI OSMO + (Plus),OSMO,R 13199,"https://www.droneworld.co.za/wp-content/uploads/2016/11/Osmo-1-Copy-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/11/Osmo-2-Copy-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/11/Osmo-5-Copy-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/11/Osmo-4-Copy-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/11/Osmo-3-Copy-600x400.jpg","Now with a 4K Camera! Motion without blur. Action shots without shake. Perfect video even when you move. Thanks to advanced technologies specifically designed to keep the camera flat no matter how you move it, the DJI Osmo helps you record videos and take photos like never before. It is much more than just a camera. It helps you create with more freedom than ever.  Spare battery also available!",Product Description,
DJI OSMO Mobile 2,OSMO,R 2099,"https://www.droneworld.co.za/wp-content/uploads/2017/06/Mobile-2-1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/06/Mobile-2-3-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/06/Mobile-2-5-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/06/Mobile-2-6-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/06/Mobile-2-7-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/06/Mobile-2-8-600x400.jpg",Smooth video; motion timelapse; zoom control; panorama; portrait orientation; live streaming; 15 hrs battery life,Product Description,
Osmo Fixed Mount,OSMO,R 295,"https://www.droneworld.co.za/wp-content/uploads/2017/08/Osmo-Stand-1-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Osmo-Stand-3-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Osmo-Stand-2-600x600.jpg","Stand and display your Osmo while not using it. Compatible with the Osmo, Osmo Plus, Osmo mobile and Osmo Pro.",,
"World Cup Fever Sale Osmo Mobile Direct From DJI, Just 1 Left In Stock Refurb with Full 12 Month SA Support & Warranty",OSMO,R 1895,"https://www.droneworld.co.za/wp-content/uploads/2017/06/medium_osmo_mobile_1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/06/medium_osmo_mobile___2-600x400.png, https://www.droneworld.co.za/wp-content/uploads/2017/06/medium_osmo_mobile_3-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/06/medium_osmo_mobile_4-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/06/medium_osmo_mobile_5-600x400.jpg","ActiveTrack technology built into the DJI GO app allows the Osmo Mobile to automatically keep your smartphone facing you as you move. The Osmo Mobile’s 3-axis gimbal system smooths out the movements you make, turning every shot into cinematic video. With a few taps, the Osmo Mobile motion timelapse feature shoots video showing the passing of time. The Osmo Mobile lets you share special moments in real time using YouTube Live inside the DJI GO app. Shoot better photos in low light, with powerful camera stabilization and full manual camera control. The Osmo Mobile’s panorama function automatically captures and blends 9 separate photos together to create one stunning photo. Used with its range of accessories, the Osmo Mobile can be mounted almost anywhere, giving you even more opportunities to get that perfect shot. Enjoy more than just DJI GO. Osmo Mobile is open for developers to customize. Please note that this Osmo at this amazing price is a refurbished product. Why does DJI have refurbished products? Example: If a customer receivess a new drone and it has a manufacturing fault, it is replaced with a new drone, [DJI warranty is only valid in South Africa if purchased through a DJI authorised South African dealer.]and the faulty drone sent straight back to the factory, where the faulty component of the original drone is replaced by DJI, it is then sold as refurbished. Are DJI refurbished products quality guaranteed? Before a refurbished DJI drone leaves the factory, it undergoes a rigorous refurbishment process to make sure it’s up to DJI’s high standards. It is backed with DJI’s one-year warranty – exactly the same as a brand new drone.DJI promises you that every refurbished product is tested thoroughly and that the quality and the appearance of refurbished products is the same as with their new products. What kind of after-sale service are DJI refurbished products eligible for? The after-sale service policy for DJI refurbished products is identical to that of new products . However, refurbished products can only be exchanged for refurbished products, not new products.Please note that the DJI warranty is only valid in South Africa if purchased through a DJI authorised South African dealer.",Product Description,
Osmo X5 Adapter,OSMO,R 295,"https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_pp1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_pp2-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_PART_37_X5_Adapter__2_-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_PART_37_X5_Adapter__3_-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_PART_37_X5_Adapter__1_-600x400.jpg",The Osmo X5 Adapter allows the Zenmuse X5 Series gimbal and camera to be used with the Osmo handle.,Product Description,
DJI Spark Remote Controller,DJI Spark Deals,R 2495,"https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Remote1-600x385.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Remote2-600x386.jpg",Video transmission range of up to 1.2mi (2km). Max speed of up to 31 mph (50 kph) in Sport Mode.,,
Father’s Day Sale DJI OSMO Factory Refurbished To As New Condition 12 Month Dji Warranty [only two left],OSMO,R 4995,https://www.droneworld.co.za/wp-content/uploads/2017/07/Osmo-600x400.jpg,"Now with a 4K Camera! Motion without blur. Action shots without shake. The perfect video even when you move. Thanks to advanced technologies specifically designed to keep the camera flat no matter how you move it, the DJI Osmo helps you record videos and take photos like never before. It is much more than just a camera. It helps you create with more freedom than ever.  A spare battery is also available! Please note that this Osmo at this amazing price is a refurbished product. Why does DJI have refurbished products? Example: If a customer receivess a new drone and it has a manufacturing fault, it is replaced with a new drone, [DJI warranty is only valid in South Africa if purchased through a DJI authorised South African dealer.]and the faulty drone sent straight back to the factory, where the faulty component of the original drone is replaced by DJI, it is then sold as refurbished. Are DJI refurbished products quality guaranteed? Before a refurbished DJI drone leaves the factory, it undergoes a rigorous refurbishment process to make sure it’s up to DJI’s high standards. It is backed with DJI’s one-year warranty – exactly the same as a brand new drone.DJI promises you that every refurbished product is tested thoroughly and that the quality and the appearance of refurbished products is the same as with their new products. What kind of after-sale service are DJI refurbished products eligible for? The after-sale service policy for DJI refurbished products is identical to that of new products . However, refurbished products can only be exchanged for refurbished products, not new products.Please note that the DJI warranty is only valid in South Africa if purchased through a DJI authorised South African dealer.",Product Description ADVANCED STABILIZATION The Osmo brings DJI’s recognized leadership in camera stabilization down to the ground and into your hands. A 3-axis stabilization system completely integrated with the camera cancels out your movements in three directions so it stays still even if your hands shake or wobble. This is the first time this technology is available in a camera you can hold. Handheld Shot on Osmo are,
Osmo DJI FM-15 Flexi Microphone,OSMO,R 195,"https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_PART_44_DJI_FM-15_FlexiMic__1_-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_PART_44_DJI_FM-15_FlexiMic__2_-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_PART_44_DJI_FM-15_FlexiMic__6_-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_PART_44_DJI_FM-15_FlexiMic__5_-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_PART_44_DJI_FM-15_FlexiMic__3_-600x400.jpg",The FM-15 Flexi Microphone can be plugged into the Osmo’s external microphone input. The microphone is omnidirectional and comes with a flexible stem.,Product Description *This product is included with the Osmo and Osmo – Handle Kit. Specifications Sensitivity -32 ±3 dB (0 dB=1 V/Pa) Frequency Response 100 -10000 Hz Signal-to-Noise Ratio 60 dBA Pin Diameter 3.5 mm Length 88 mm Weight 4 g,
"World Cup Fever Sale New DJI Spark Delivery, Best Refurb Combo Deal in SA",DJI Spark Deals,R 7895,"https://www.droneworld.co.za/wp-content/uploads/2018/04/Spark-Autumn-Combo-2-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/spark-1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Battery-2-600x384.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Full-PVC-Skin-All-2-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-bag-1-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Handheld-3-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Legs-1-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Remote2-600x386.jpg","Droneworld has done it again with this breakthrough price combo. Limited stock arriving approx  May 8th, [we could sell out before they actually arrive] order yours today and save being disappointed. This combo includes: 1 x DJI Spark 1 x Remote Controller 1 x Additional Flight Battery 1 x Landing Pad 1 x Set of Extended Landing Gear 1 x Handheld Gimbal 1 x PVC Skin 1 x Protective Sling Bag","Product Description Propeller guards are recommended when using these functions. Remote controller not included. Unobstructed, free of interference, with remote controller when FCC compliant.Maximum flight distance in SA 500 meters. The FCC compliant range only applies in America while in most of the world the drones are forced to be CE (Central European) compliant, this means that when a drone automatically detects its location, it will adjust its transmitter power accordingly. Estimated flight time is based on flying in windless conditions at a constant speed of 12.4 mph (20 kph). Actual flight times may vary depending on your environment.",
"World Cup Fever Sale New DJI Spark Fly More Combo Shipment, Just Arrived, 12 Month DJI-SA Warranty, Factory Refurb",DJI Spark Deals,R 9195,"https://www.droneworld.co.za/wp-content/uploads/2018/02/dji-spark-fly-more-combo_1.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Product-Image-600x386.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-in-the-Box-600x385.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Bottom-600x385.jpg","Spark is a mini drone that features all of DJI’s signature technologies, allowing you to seize the moment whenever you feel inspired. The combo includes: DJI Spark Drone, Remote Controller, 1 Extra Intelligent Battery (2 In Total), 8 Set of props, Prop guards, Charger, Battery Hub, Shoulder Bag Please note that this DJI Spark at this amazing price is a refurbished product and has undergone a professional refurbishing process that brings it up to the same high standards as brand new DJI products, and all refurbished products come with new parts, new packaging and DJI’s standard Manufacturer Warranty. Why do DJI have refurbished drones? Example: If a customer buys a new drone and it has any fault whatsoever from new it is sent back to the factory and replaced with a new drone,and the faulty component of the original drone is replaced by DJI, they then sell it as refurbished. Before a refurbished DJI drone leaves the factory, it undergoes a rigorous refurbishment process to make sure it’s up to DJI’s high standards. It is backed with DJI’s one-year warranty – exactly the same as a brand new drone.","Product Description Included in this combo: The DJI Spark Fly More Combo comprises of the Spark drone, 4 propellers, remote controller, 1 extra Intelligent Flight batteries [total of 2 batteries], charger, micro USB cable, propeller guards, battery charging hub, shoulder bag, and a storage box. Propeller guards are recommended when using these functions. Remote controller included. Unobstructed, free of interference, with remote controller when FCC compliant.Maximum flight distance in SA 500 meters. The FCC compliant range only applies in America while in most of the world the drones are forced to be CE (Central European) compliant, this means that when a drone automatically detects its location, it will adjust its transmitter power accordingly. Estimated flight time is based on flying in windless conditions at a constant speed of 12.4 mph (20 kph). Actual flight times may vary depending on your environment.","Additional Information Colour Alpine White, Lava Red, Meadow Green, Sky Blue, Sunrise Yellow"
Osmo Base,OSMO,R 195,"https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_Part46_Osmo_Base__1_-1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_Part46_Osmo_Base__4_-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_Part46_Osmo_Base-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_Part46_Osmo_Base__5_-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/11/medium_OSMO_Part46_Osmo_Base__2_-600x400.jpg",The Osmo Base is used to fix the Osmo on tables or other level surfaces so that it remains stable without tipping over.,Product Description The Osmo Base is used to fix the Osmo on tables or other level surfaces so that it remains stable without tipping over. Specifications Size: 126 x 90 x 44mm Weight: 162g Compatible with all Osmo Models,
Osmo – Bike Mount,OSMO,R 995,"https://www.droneworld.co.za/wp-content/uploads/2017/05/1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/large_____2-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/large_____4-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/large_____3-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/large_bike1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/large_osmo_8-600x400.jpg",,Product Description The Bike Mount for the Osmo provides a secure and stable platform to mount the Osmo on your bike’s handle bar. Specifications Dimensions: 114 mm × 79 mm × 29 mm Mounting Diameter: 20-32 mm Weight: 106 g,
Two DJI Spark Intelligent Flight Batteries,DJI Spark Deals,R 1695,"https://www.droneworld.co.za/wp-content/uploads/2018/02/Screen-Shot-2018-02-09-at-11.33.10-AM.png, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Battery-2-600x384.jpg",16 min flight time 12 intelligent protection functions. Check flight time left in real-time.,,
DJI Osmo Z-Axis stabilizer,OSMO,R 1995,"https://www.droneworld.co.za/wp-content/uploads/2016/12/medium_OSMO_PART_47__Z-Axis__5_-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/12/medium_OSMO_PART_47__Z-Axis__1_-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/12/medium_OSMO_PART_47__Z-Axis__6_-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/12/medium_p1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/12/medium_p2-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/12/medium_p3-600x400.jpg",,"Product Description The Osmo Z-Axis can significantly reduce vertical shaking from natural arm movements when walking or jogging. It is compatible with the Zenmuse X3 gimbal and camera. Note: The Z-Axis is NOT intended for action sports that involve extreme movement or to be used with other non-DJI devices. The Z-Axis is NOT compatible with the Osmo Bike Mount, Extension Rod and Tripod. Specifications Weight: 282 g Dimensions: 212 mm x 67 mm x 127 mm",
Drone Competency Course through Drone Racing Africa,Courses,R 2499,https://www.droneworld.co.za/wp-content/uploads/2017/07/DCC-DRA-Product-600x400.jpg,"Drone Racing Africa (DRA) runs a drone competency course that teaches drone owners to fly a drone safely and in abidance with the rules and regulations of the South African Civil Aviation Authority (CAA). The course provides students with the essential theory, practical knowledge and skills required to fly safely.","Product Description DRONE COMPETENCY COURSE JOBURG Learn to Fly a Drone Safely and Competently Drone Racing Africa is proud to present our 5 – Hour Drone Competency Course that has been specially designed to bring drone enthusiasts up to speed with the necessary theoretical knowledge and flying skills to pilot an RPA (remote piloted aircraft) or drone. The course incorporates theory, simulator and practical training elements into an intensive but enjoyable 5 – Hour programme that will see you walk away with a certificate of competency and the confidence to fly your drone safely and within South African Civil Aviation Authority (SACAA) regulations. Session 1: Theory Training Subjects covered in our intensive theory session include: Human Factors Air Law & Procedures Navigation and Planning Principles of Flight Meteorology Session 2: Theory Examination and Practical Training Our second session kicks off with a short multiple choice examination based on the theory component and then moves on to practical training, culminating in a practical ‘Sign Out’ Test from an experienced DRA Flight Instructor. Simulator Training Indoor Line of Sight Flying: Throttle management Hover control Roll/pitch/yaw box circuits Outdoor Line of Sight Flying on bigger RPA’s (weather dependent) ‘Sign Out’ Examination Details: Ages: 13 years upwards Pre-requisites: None Equipment: All technical equipment provided Food and Drinks: Light Refreshments provided on site to students in between theory and practical sessions. Timings: 8:30am – 1.30pm – Training (AM) and Practical (PM) Cost: R2499.99","Additional Information Type Adults, Scholars&Students"
"World Cup Fever Sale DJI OSMO + (Plus)Refurb  With Extra Battery Direct From DJI,  with Full 12 Month SA Support & Warranty",OSMO,R 6995,"https://www.droneworld.co.za/wp-content/uploads/2016/11/Osmo-1-Copy-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/11/Osmo-2-Copy-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/11/Osmo-5-Copy-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/11/Osmo-4-Copy-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/11/Osmo-3-Copy-600x400.jpg","Please note that this DJI Osmo+ at this amazing price is a refurbished product that has been professionally refurbished by DJI to be mechanically perfect and in exceptional condition. All refurbished products come with new packaging and DJI’s standard Manufacturer Warranty. Why does DJI have refurbished products? Example: If a customer buys a new Osmo and it has any fault whatsoever from new it is sent back to the factory and replaced with a new Osmo, and the faulty component of the original product is replaced by DJI, they then sell it as refurbished. Before a refurbished DJI Osmo leaves the factory, it undergoes a rigorous testing process to make sure it’s up to DJI’s high standards. It is backed by DJI’s one-year warranty – exactly the same as a brand new Osmo. Now with a 4K Camera! Motion without blur. Action shots without shake. Perfect video even when you move. Thanks to advanced technologies specifically designed to keep the camera flat no matter how you move it, the DJI Osmo helps you record videos and take photos like never before. It is much more than just a camera. It helps you create with more freedom than ever.  Spare battery also available!",Product Description,
Spark PVC Full Skins,DJI Spark Deals,R 295,"https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Full-PVC-Skin-All-2-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Full-PVC-Skin-Blue-1-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Full-PVC-Skin-blue-2-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Full-PVC-Skin-Blue-3-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Full-PVC-Skins-all-600x600.jpg",Customize your spark with a full coverage PVC skin. These skins are high quality and easy to peel off and correct. Currently not available in blue.,,"Additional Information Colour Red, Yellow, Orange, Green, Silver, Camo, Black, Blue"
"World Cup Fever Sale, DJI Spark Fly More Combo   [without drone] Factory Refurb With 2 New Extra Batteries",DJI Spark Deals,R 3495,"https://www.droneworld.co.za/wp-content/uploads/2018/06/spark-accessories-combo-2018-06-28.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/06/spark-accessories-combo-2-2018-06-28-600x386.jpg","The combo includes: 1 Extra Intelligent Battery (2 In Total), 8 Set of props, Prop guards, Charger, Battery Hub, Shoulder Bag","Product Description Included in this combo: The DJI Spark Fly More Accessories Combo comprises of 4 propellers, 2 x extra Intelligent Flight batteries [total of 2 batteries], charger, micro USB cable, propeller guards, battery charging hub, shoulder bag, and a storage box.","Additional Information Colour Alpine White, Lava Red, Meadow Green, Sky Blue, Sunrise Yellow"
Junior Drone Racing Course through Drone Racing Africa,Courses,R 895,https://www.droneworld.co.za/wp-content/uploads/2017/07/DRC-Product-600x400.jpg,"If you are looking for drone racing courses, Drone Racing Africa (DRA) runs a drone racing course that offers a full introduction to First Person View FPV drone racing. Our course provides a healthy balance of applicable and relevant theory followed by practical application, with the majority of each course spent flying on simulators, line-of sight (LOS) drones and most exciting of all, FPV racing!","Product Description Drone Racing Course – Drone Racing Africa If drone pilots are the next sporting heroes, you’d better get your game on!’ DRA’s drone racing course brings the exciting new world of First Person View (FPV) drone racing to tweens and teens in an intensive 1-day workshop. Achieving a good balance of relevant and applicable theory and practical instruction, we learn first the basics of flight on digital simulators before progressing to indoor line of sight (LOS) flying, ending off with a variety of challenging micro-drone obstacle and speed races that will leave you officially ‘quaddicted’! Important notice: Operating a drone and breaking the civil aviation laws with illegal hobby flying can lead to prosecution, so please make sure you understand the SA drone laws. Further legal requirements can be found on the CAA website . Course Details: What’s included: Length: 1 Day Training Facility Locations: Cape Town Midrand Bryanston Prerequisites: Ages 8 -17 Costs: R1,250 Scholars/Students Every week in all venues All technical equipment Theory instruction Practical Flying Refreshments Experienced Instructors Course Certificate Photos by Tommy Weideman",
"World Cup Fever Sale Spark Refurb, With Free Remote Controller",DJI Spark Deals,R 6395,"https://www.droneworld.co.za/wp-content/uploads/2018/02/download.jpeg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-yellow-600x385.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-green-600x385.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Bottom-600x385.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Blue-600x385.jpg","Spark is a mini drone that features all of DJI’s signature technologies, allowing you to seize the moment whenever you feel inspired.","Product Description Propeller guards are recommended when using these functions. Remote controller not included. Unobstructed, free of interference, with remote controller when FCC compliant.Maximum flight distance in SA 500 meters. The FCC compliant range only applies in America while in most of the world the drones are forced to be CE (Central European) compliant, this means that when a drone automatically detects its location, it will adjust its transmitter power accordingly. Estimated flight time is based on flying in windless conditions at a constant speed of 12.4 mph (20 kph). Actual flight times may vary depending on your environment.",
Add-On Thermal Combo With FLIR VUE PRO 336 [Fully Gimballed],Thermal Drone Solutions,R 109995,https://www.droneworld.co.za/wp-content/uploads/2016/04/add-on-tau2-Product-1.jpg,"The only thermal option in South Africa with offering simultaneous daylight and thermal view with a FLIR TAU2 camera on a stabilized gimbal. INCLUDES Assembly! Expand the capabilities of your DJI Inspire 1, Matrice 100 or Phantom 3 with the thermal setup from DRONEWORLD! Applications: With the same powerful thermal imaging core used in the most popular cameras in the world, FLIR Tau2 provides the same performance for a ground breaking low price, making it perfect for applications like: Search and rescue Precision agriculture Roof inspections Power line inspections Substation inspections Cell tower inspections Security Surveying And anything else you can dream up Included: Flir TAU2 336 thermal camera DRONEWORLD FLIR gimbal for stabilised thermal video with integrated video transmitter DRONEWORLD controller with touch LCD for controlling the thermal camera remotely (tilt, digital zoom, palettes, isotherm, delta-t) 7″ LCD with 5.8 FPV diversity receiver Assembling (complete ready to fly) Tablet or Smart Device not included","Product Description Add-on Thermal Combo with FLIR VUE PRO Thermal Camera The only thermal option in South Africa with offering simultaneous daylight and thermal view with a FLIR Vue Pro camera on a stabilized gimbal. INCLUDES Assembly! Expand the capabilities of your DJI Inspire 1, Matrice 100 or Phantom with the thermal setup from DRONEWORLD! Product Description: Dual camera: Watch daylight and thermal on 1 screen, you easily can switch between (FLIR ) thermal and daylight  view on your Drone’s camera. Dual screen: Watch daylight and thermal view simultaneously on two screens. This setup is provided with an additional Droneworld LCD touch controller, for controlling the thermal FLIR VUE PRO camera (tilting, digital zoom, palettes, isotherm, delta-t). You are able to control the FLIR camera/gimbal separately. The FLIR thermal camera is provided with an gimbal for stabilized image. Within this setup both camera’s can be controlled separately, so you also can aim (tilt) the FLIR camera to another direction then the daylight camera. Applications: With the same powerful thermal imaging core used in the most popular cameras in the world, FLIR Tau2 provides the same performance for a ground breaking low price, making it perfect for applications like: Search and rescue Precision agriculture Roof inspections Power line inspections Substation inspections Cell tower inspections Security Surveying And anything else you can dream up Included: Flir VUE PRO 336 thermal camera DRONEWORLD FLIR gimbal for stabilised thermal video with integrated video transmitter DRONEWORLD controller with touch LCD for controlling the thermal camera remotely (tilt, digital zoom, palettes, isotherm, delta-t) 7″ LCD with 5.8 FPV diversity receiver Assembling (complete ready to fly) Tablet or Smart Device not included FAQ: Q: What is the main difference between the FLIR TAU2 and FLIR VUE camera: A: The cameras have some differences, but the biggest difference is that the TAU2 is radiometric (14 bit), and therefore you are able to remotely control the isotherm and delta-t. On the VUE camera you can control the tilt, palettes and digital zoom, on the TAU2 you can control the tilt, palettes, digital zoom, isotherm and delta-t. In most professional applications this might be needed. Q:What can you do with radiometric Isotherm and Delta-t: A: Delta-t and Isotherm is a good feature to have within professional application. This is best explained with an example: when you do ‘search and rescue’ (SAR human detection) you can set the Isotherm on (for example) 36 degree and set delta-t on 1 degree. Temperatures on 36 degree will be highlighted very strong descending to 35 and 37 (1 degree Delta-t), so 35 degree will be little less highlighted then 36 degree. This way you can specify an window temperature which make spotting this temp easier.","Additional Information Special Feature Farming Solutions, New, Security Solutions, Thermal Solutions"
DJI Spark Propeller Guards,Spark Accessories,R 395,"https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Prop-Guards1-600x385.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Prop-Guards2-600x385.jpg","Covers the propellers. Aids flight safety, protecting people and objects from spinning propellers. Small, lightweight, easy to mount, and detach.",,
Spark Handheld Gimbal,Spark Accessories,R 225,"https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Handheld-3-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Handheld-2-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Handheld-1-600x600.jpg",Turn your Spark into a handy-cam with this compact and comfortable handle. Able to hold your DJI Spark and a Smartphone Smart Device Not Included,,
